1370044801000,66,58,13,20,4,Family,Series
1370134801000,69,68,3,20,17,Family,Series
1370224801000,70,73,17,20,18,Family,Series
1370314801000,67,63,2,23,15,Family,Series
1370404801000,68,74,16,9,3,Family,Series
1370494801000,67,56,13,28,4,Family,Series
1370584801000,70,58,12,24,2,Family,Series
1370674801000,70,73,20,26,16,Family,Series
1370764801000,66,69,16,9,9,Family,Series
1370854801000,65,57,6,5,12,Family,Series
1370944801000,67,70,10,17,15,Family,Series
1371034801000,69,62,2,11,7,Family,Series
1371124801000,69,73,14,2,15,Family,Series
1371214801000,65,61,3,2,6,Family,Series
1371304801000,67,59,19,22,20,Family,Series
1371394801000,65,56,19,11,8,Family,Series
1371484801000,67,57,15,7,6,Family,Series
1371574801000,66,57,12,5,13,Family,Series
1371664801000,69,58,8,22,4,Family,Series
1371754801000,67,55,17,5,7,Family,Series
1371844801000,69,72,7,5,17,Family,Series
1371934801000,66,69,6,29,9,Family,Series
1372024801000,67,65,6,18,20,Family,Series
1372114801000,67,61,15,13,6,Family,Series
1372119199000,70,71,19,14,18,Family,Series
1372209199000,67,71,1,6,8,Family,Series
1372299199000,69,68,16,14,14,Family,Series
1372389199000,65,56,8,18,15,Family,Series
1372479199000,66,77,7,6,13,Family,Series
1372569199000,70,63,7,13,5,Family,Series
1370067199000,68,66,11,15,3,Family,Series
1370157199000,69,60,14,1,18,Family,Series
1370247199000,66,65,14,18,11,Family,Series
1370337199000,67,69,1,5,9,Family,Series
1370427199000,70,78,5,5,10,Family,Series
1370517199000,67,72,16,8,19,Family,Series
1370607199000,67,73,17,30,2,Family,Series
1370697199000,65,75,4,13,10,Family,Series
1370787199000,67,68,2,17,2,Family,Series
1370877199000,65,77,15,17,6,Family,Series
1370967199000,66,67,16,24,3,Family,Series
1371057199000,69,64,18,25,2,Family,Series
1371147199000,67,68,2,14,1,Family,Series
1371237199000,68,75,9,22,5,Family,Series
1371327199000,69,58,9,6,4,Family,Series
1371417199000,69,77,19,20,9,Family,Series
1371507199000,67,73,2,4,2,Family,Series
1371597199000,66,75,1,13,12,Family,Series
1371602631000,70,65,11,9,5,Family,Series
1371692631000,69,65,7,30,2,Family,Series
1371782631000,66,56,16,28,14,Family,Series
1371872631000,69,67,3,4,9,Family,Series
1371962631000,70,68,2,12,6,Family,Series
1372052631000,70,63,15,30,20,Family,Series
1372142631000,65,63,11,13,17,Family,Series
1372232631000,67,78,13,22,18,Family,Series
1372322631000,68,61,15,28,7,Family,Series
1372412631000,66,65,4,24,2,Family,Series
1372502631000,69,59,17,25,9,Family,Series
1372592631000,68,67,8,17,6,Family,Series
1370090631000,69,79,6,15,7,Family,Series
1370180631000,65,72,20,26,12,Family,Series
1370270631000,65,57,3,24,18,Family,Series
1370360631000,66,56,20,25,6,Family,Series
1370450631000,65,71,2,14,9,Family,Series
1370540631000,67,79,1,9,10,Family,Series
1370630631000,67,72,13,29,15,Family,Series
1370720631000,69,76,11,25,11,Family,Series
1370810631000,65,67,6,21,16,Family,Series
1370900631000,67,74,3,19,14,Family,Series
1370990631000,68,76,9,28,2,Family,Series
1371080631000,68,69,7,26,20,Family,Series
1371082400000,67,77,8,19,12,Family,Series
1371172400000,70,68,6,1,1,Family,Series
1371262400000,70,57,7,12,6,Family,Series
1371352400000,67,55,11,16,12,Family,Series
1371442400000,70,55,17,17,19,Family,Series
1371532400000,70,58,6,17,19,Family,Series
1371622400000,69,75,9,21,6,Family,Series
1371712400000,69,75,13,14,16,Family,Series
1371802400000,69,55,1,8,14,Family,Series
1371892400000,65,68,15,20,3,Family,Series
1371982400000,65,63,5,22,19,Family,Series
1372072400000,65,65,19,24,2,Family,Series
1372162400000,68,55,14,5,20,Family,Series
1372252400000,68,67,18,28,9,Family,Series
1372342400000,66,75,4,30,14,Family,Series
1372432400000,65,62,8,23,17,Family,Series
1372522400000,70,77,7,24,2,Family,Series
1372612400000,65,57,17,9,12,Family,Series
1370110400000,68,65,7,21,12,Family,Series
1370200400000,65,72,4,1,13,Family,Series
1370290400000,66,67,18,20,6,Family,Series
1370380400000,68,65,4,21,15,Family,Series
1370470400000,67,73,18,19,7,Family,Series
1370560400000,70,70,13,3,5,Family,Series
1370565187000,68,72,18,8,1,Family,Series
1370655187000,70,80,16,24,9,Family,Series
1370745187000,67,76,16,23,9,Family,Series
1370835187000,69,79,10,29,15,Family,Series
1370925187000,66,70,18,18,11,Family,Series
1371015187000,65,70,17,6,6,Family,Series
1371105187000,66,78,9,11,7,Family,Series
1371195187000,65,60,13,21,16,Family,Series
1371285187000,68,65,10,20,10,Family,Series
1371375187000,69,79,7,8,13,Family,Series
1371465187000,68,65,4,25,16,Family,Series
1371555187000,69,64,1,9,13,Family,Series
1371645187000,69,55,7,5,10,Family,Series
1371735187000,67,59,2,15,3,Family,Series
1371825187000,70,64,8,17,3,Family,Series
1371915187000,67,76,6,9,11,Family,Series
1372005187000,70,68,7,1,16,Family,Series
1372095187000,70,80,6,28,17,Family,Series
1372185187000,70,66,20,20,12,Family,Series
1372275187000,68,68,11,12,19,Family,Series
1372365187000,65,80,5,4,9,Family,Series
1372455187000,70,79,4,21,14,Family,Series
1372545187000,70,64,6,12,6,Family,Series
1372635187000,69,60,10,9,2,Family,Series
1370044801000,69,60,5,8,7,Family,Series
1370134801000,67,74,3,10,16,Family,Series
1370224801000,68,80,4,13,15,Family,Series
1370314801000,69,71,13,28,7,Family,Series
1370404801000,70,68,2,26,3,Family,Series
1370494801000,68,59,15,8,11,Family,Series
1370584801000,70,63,3,27,13,Family,Series
1370674801000,67,78,17,6,19,Family,Series
1370764801000,66,67,12,17,4,Family,Series
1370854801000,67,67,2,8,17,Family,Series
1370944801000,69,60,11,29,4,Family,Series
1371034801000,70,63,14,6,7,Family,Series
1371124801000,70,60,19,16,6,Family,Series
1371214801000,69,78,6,26,2,Family,Series
1371304801000,65,71,7,4,6,Family,Series
1371394801000,70,55,18,5,14,Family,Series
