2013-06-01 00:00:01,66,58,13,20,4
2013-06-02 01:00:01,69,68,3,20,17
2013-06-03 02:00:01,70,73,17,20,18
2013-06-04 03:00:01,67,63,2,23,15
2013-06-05 04:00:01,68,74,16,9,3
2013-06-06 05:00:01,67,56,13,28,4
2013-06-07 06:00:01,70,58,12,24,2
2013-06-08 07:00:01,70,73,20,26,16
2013-06-09 08:00:01,66,69,16,9,9
2013-06-10 09:00:01,65,57,6,5,12
2013-06-11 10:00:01,67,70,10,17,15
2013-06-12 11:00:01,69,62,2,11,7
2013-06-13 12:00:01,69,73,14,2,15
2013-06-14 13:00:01,65,61,3,2,6
2013-06-15 14:00:01,67,59,19,22,20
2013-06-16 15:00:01,65,56,19,11,8
2013-06-17 16:00:01,67,57,15,7,6
2013-06-18 17:00:01,66,57,12,5,13
2013-06-19 18:00:01,69,58,8,22,4
2013-06-20 19:00:01,67,55,17,5,7
2013-06-21 20:00:01,69,72,7,5,17
2013-06-22 21:00:01,66,69,6,29,9
2013-06-23 22:00:01,67,65,6,18,20
2013-06-24 23:00:01,67,61,15,13,6
2013-06-25 00:13:19,70,71,19,14,18
2013-06-26 01:13:19,67,71,1,6,8
2013-06-27 02:13:19,69,68,16,14,14
2013-06-28 03:13:19,65,56,8,18,15
2013-06-29 04:13:19,66,77,7,6,13
2013-06-30 05:13:19,70,63,7,13,5
2013-06-01 06:13:19,68,66,11,15,3
2013-06-02 07:13:19,69,60,14,1,18
2013-06-03 08:13:19,66,65,14,18,11
2013-06-04 09:13:19,67,69,1,5,9
2013-06-05 10:13:19,70,78,5,5,10
2013-06-06 11:13:19,67,72,16,8,19
2013-06-07 12:13:19,67,73,17,30,2
2013-06-08 13:13:19,65,75,4,13,10
2013-06-09 14:13:19,67,68,2,17,2
2013-06-10 15:13:19,65,77,15,17,6
2013-06-11 16:13:19,66,67,16,24,3
2013-06-12 17:13:19,69,64,18,25,2
2013-06-13 18:13:19,67,68,2,14,1
2013-06-14 19:13:19,68,75,9,22,5
2013-06-15 20:13:19,69,58,9,6,4
2013-06-16 21:13:19,69,77,19,20,9
2013-06-17 22:13:19,67,73,2,4,2
2013-06-18 23:13:19,66,75,1,13,12
2013-06-19 00:43:51,70,65,11,9,5
2013-06-20 01:43:51,69,65,7,30,2
2013-06-21 02:43:51,66,56,16,28,14
2013-06-22 03:43:51,69,67,3,4,9
2013-06-23 04:43:51,70,68,2,12,6
2013-06-24 05:43:51,70,63,15,30,20
2013-06-25 06:43:51,65,63,11,13,17
2013-06-26 07:43:51,67,78,13,22,18
2013-06-27 08:43:51,68,61,15,28,7
2013-06-28 09:43:51,66,65,4,24,2
2013-06-29 10:43:51,69,59,17,25,9
2013-06-30 11:43:51,68,67,8,17,6
2013-06-01 12:43:51,69,79,6,15,7
2013-06-02 13:43:51,65,72,20,26,12
2013-06-03 14:43:51,65,57,3,24,18
2013-06-04 15:43:51,66,56,20,25,6
2013-06-05 16:43:51,65,71,2,14,9
2013-06-06 17:43:51,67,79,1,9,10
2013-06-07 18:43:51,67,72,13,29,15
2013-06-08 19:43:51,69,76,11,25,11
2013-06-09 20:43:51,65,67,6,21,16
2013-06-10 21:43:51,67,74,3,19,14
2013-06-11 22:43:51,68,76,9,28,2
2013-06-12 23:43:51,68,69,7,26,20
2013-06-13 00:13:20,67,77,8,19,12
2013-06-14 01:13:20,70,68,6,1,1
2013-06-15 02:13:20,70,57,7,12,6
2013-06-16 03:13:20,67,55,11,16,12
2013-06-17 04:13:20,70,55,17,17,19
2013-06-18 05:13:20,70,58,6,17,19
2013-06-19 06:13:20,69,75,9,21,6
2013-06-20 07:13:20,69,75,13,14,16
2013-06-21 08:13:20,69,55,1,8,14
2013-06-22 09:13:20,65,68,15,20,3
2013-06-23 10:13:20,65,63,5,22,19
2013-06-24 11:13:20,65,65,19,24,2
2013-06-25 12:13:20,68,55,14,5,20
2013-06-26 13:13:20,68,67,18,28,9
2013-06-27 14:13:20,66,75,4,30,14
2013-06-28 15:13:20,65,62,8,23,17
2013-06-29 16:13:20,70,77,7,24,2
2013-06-30 17:13:20,65,57,17,9,12
2013-06-01 18:13:20,68,65,7,21,12
2013-06-02 19:13:20,65,72,4,1,13
2013-06-03 20:13:20,66,67,18,20,6
2013-06-04 21:13:20,68,65,4,21,15
2013-06-05 22:13:20,67,73,18,19,7
2013-06-06 23:13:20,70,70,13,3,5
2013-06-07 00:33:07,68,72,18,8,1
2013-06-08 01:33:07,70,80,16,24,9
2013-06-09 02:33:07,67,76,16,23,9
2013-06-10 03:33:07,69,79,10,29,15
2013-06-11 04:33:07,66,70,18,18,11
2013-06-12 05:33:07,65,70,17,6,6
2013-06-13 06:33:07,66,78,9,11,7
2013-06-14 07:33:07,65,60,13,21,16
2013-06-15 08:33:07,68,65,10,20,10
2013-06-16 09:33:07,69,79,7,8,13
2013-06-17 10:33:07,68,65,4,25,16
2013-06-18 11:33:07,69,64,1,9,13
2013-06-19 12:33:07,69,55,7,5,10
2013-06-20 13:33:07,67,59,2,15,3
2013-06-21 14:33:07,70,64,8,17,3
2013-06-22 15:33:07,67,76,6,9,11
2013-06-23 16:33:07,70,68,7,1,16
2013-06-24 17:33:07,70,80,6,28,17
2013-06-25 18:33:07,70,66,20,20,12
2013-06-26 19:33:07,68,68,11,12,19
2013-06-27 20:33:07,65,80,5,4,9
2013-06-28 21:33:07,70,79,4,21,14
2013-06-29 22:33:07,70,64,6,12,6
2013-06-30 23:33:07,69,60,10,9,2
2013-06-01 00:00:01,69,60,5,8,7
2013-06-02 01:00:01,67,74,3,10,16
2013-06-03 02:00:01,68,80,4,13,15
2013-06-04 03:00:01,69,71,13,28,7
2013-06-05 04:00:01,70,68,2,26,3
2013-06-06 05:00:01,68,59,15,8,11
2013-06-07 06:00:01,70,63,3,27,13
2013-06-08 07:00:01,67,78,17,6,19
2013-06-09 08:00:01,66,67,12,17,4
2013-06-10 09:00:01,67,67,2,8,17
2013-06-11 10:00:01,69,60,11,29,4
2013-06-12 11:00:01,70,63,14,6,7
2013-06-13 12:00:01,70,60,19,16,6
2013-06-14 13:00:01,69,78,6,26,2
2013-06-15 14:00:01,65,71,7,4,6
2013-06-16 15:00:01,70,55,18,5,14
2013-06-17 16:00:01,69,68,16,4,12
2013-06-18 17:00:01,68,61,10,25,1
2013-06-19 18:00:01,65,57,20,5,10
2013-06-20 19:00:01,66,67,1,10,15
2013-06-21 20:00:01,67,72,14,29,9
2013-06-22 21:00:01,69,70,9,7,4
2013-06-23 22:00:01,68,59,17,24,17
2013-06-24 23:00:01,66,76,15,16,19
2013-06-25 00:13:19,69,66,4,13,9
2013-06-26 01:13:19,69,59,7,15,2
2013-06-27 02:13:19,70,67,9,8,17
2013-06-28 03:13:19,66,59,20,27,20
2013-06-29 04:13:19,65,70,13,5,20
2013-06-30 05:13:19,67,61,10,20,9
2013-06-01 06:13:19,69,64,9,28,7
2013-06-02 07:13:19,67,71,15,2,7
2013-06-03 08:13:19,70,61,4,5,20
2013-06-04 09:13:19,65,56,1,6,5
2013-06-05 10:13:19,65,77,20,15,19
2013-06-06 11:13:19,65,66,8,20,18
2013-06-07 12:13:19,67,60,20,10,4
2013-06-08 13:13:19,68,67,7,18,17
2013-06-09 14:13:19,68,80,5,9,7
2013-06-10 15:13:19,68,57,2,1,17
2013-06-11 16:13:19,67,59,19,29,3
2013-06-12 17:13:19,67,65,20,9,1
2013-06-13 18:13:19,69,77,1,18,4
2013-06-14 19:13:19,69,56,3,25,7
2013-06-15 20:13:19,67,66,8,18,1
2013-06-16 21:13:19,69,64,20,27,5
2013-06-17 22:13:19,70,77,14,16,1
2013-06-18 23:13:19,66,68,20,30,1
2013-06-19 00:43:51,70,66,16,10,2
2013-06-20 01:43:51,68,60,16,24,11
2013-06-21 02:43:51,65,66,16,25,16
2013-06-22 03:43:51,67,79,18,13,17
2013-06-23 04:43:51,68,63,2,10,19
2013-06-24 05:43:51,66,63,14,22,8
2013-06-25 06:43:51,67,78,5,12,16
2013-06-26 07:43:51,67,78,17,15,4
2013-06-27 08:43:51,66,59,20,19,17
2013-06-28 09:43:51,69,63,2,25,11
2013-06-29 10:43:51,67,61,3,19,6
2013-06-30 11:43:51,70,67,2,27,20
2013-06-01 12:43:51,70,59,9,12,3
2013-06-02 13:43:51,70,76,5,21,19
2013-06-03 14:43:51,70,71,19,27,11
2013-06-04 15:43:51,69,78,15,16,20
2013-06-05 16:43:51,69,69,19,15,12
2013-06-06 17:43:51,67,71,9,2,20
2013-06-07 18:43:51,65,71,18,25,18
2013-06-08 19:43:51,70,71,19,15,20
2013-06-09 20:43:51,66,57,14,15,1
2013-06-10 21:43:51,69,80,15,16,10
2013-06-11 22:43:51,65,78,8,2,9
2013-06-12 23:43:51,70,66,16,2,5
2013-06-13 00:13:20,65,77,1,9,9
2013-06-14 01:13:20,69,67,19,26,15
2013-06-15 02:13:20,69,58,6,28,16
2013-06-16 03:13:20,69,80,17,22,5
2013-06-17 04:13:20,66,60,13,1,2
2013-06-18 05:13:20,66,55,19,10,6
2013-06-19 06:13:20,69,74,19,18,10
2013-06-20 07:13:20,65,64,2,10,14
2013-06-21 08:13:20,70,62,19,26,14
2013-06-22 09:13:20,70,77,13,17,6
2013-06-23 10:13:20,65,61,1,1,12
2013-06-24 11:13:20,69,60,1,12,5
2013-06-25 12:13:20,69,62,1,3,1
2013-06-26 13:13:20,66,63,7,21,15
2013-06-27 14:13:20,70,60,10,23,4
2013-06-28 15:13:20,65,61,8,10,18
2013-06-29 16:13:20,67,80,12,8,12
2013-06-30 17:13:20,68,57,1,7,8
2013-06-01 18:13:20,66,73,9,5,8
2013-06-02 19:13:20,65,60,11,29,10
2013-06-03 20:13:20,69,67,2,2,11
2013-06-04 21:13:20,66,72,7,1,12
2013-06-05 22:13:20,65,76,13,16,5
2013-06-06 23:13:20,68,57,14,25,9
2013-06-07 00:33:07,70,77,11,19,17
2013-06-08 01:33:07,69,58,3,11,9
2013-06-09 02:33:07,67,79,20,18,8
2013-06-10 03:33:07,66,68,15,15,20
2013-06-11 04:33:07,69,56,17,11,19
2013-06-12 05:33:07,67,62,3,12,17
2013-06-13 06:33:07,66,64,12,28,4
2013-06-14 07:33:07,68,72,16,21,2
2013-06-15 08:33:07,68,55,14,27,16
2013-06-16 09:33:07,65,77,14,10,20
2013-06-17 10:33:07,67,72,12,8,17
2013-06-18 11:33:07,67,64,8,29,7
2013-06-19 12:33:07,65,64,13,9,19
2013-06-20 13:33:07,68,80,6,14,1
2013-06-21 14:33:07,68,62,6,1,2
2013-06-22 15:33:07,70,56,8,3,9
2013-06-23 16:33:07,65,69,4,26,9
2013-06-24 17:33:07,65,57,6,19,1
2013-06-25 18:33:07,68,70,14,12,6
2013-06-26 19:33:07,70,68,8,21,20
2013-06-27 20:33:07,69,73,4,14,15
2013-06-28 21:33:07,66,74,19,29,3
2013-06-29 22:33:07,67,76,16,5,16
2013-06-30 23:33:07,67,73,14,1,8
2013-06-01 00:00:01,69,55,14,6,17
2013-06-02 01:00:01,68,77,5,19,3
2013-06-03 02:00:01,69,72,7,21,12
2013-06-04 03:00:01,68,69,2,6,14
2013-06-05 04:00:01,65,70,15,30,10
2013-06-06 05:00:01,67,78,11,5,3
2013-06-07 06:00:01,65,77,18,1,17
2013-06-08 07:00:01,65,75,11,7,11
2013-06-09 08:00:01,70,71,17,24,4
2013-06-10 09:00:01,70,60,7,15,13
2013-06-11 10:00:01,70,65,2,5,9
2013-06-12 11:00:01,65,74,1,30,13
2013-06-13 12:00:01,69,79,6,2,9
2013-06-14 13:00:01,67,57,1,13,13
2013-06-15 14:00:01,70,71,6,2,9
2013-06-16 15:00:01,67,77,4,22,12
2013-06-17 16:00:01,65,59,19,10,1
2013-06-18 17:00:01,65,71,18,17,13
2013-06-19 18:00:01,68,66,2,27,2
2013-06-20 19:00:01,67,77,6,4,5
2013-06-21 20:00:01,65,74,2,1,9
2013-06-22 21:00:01,70,77,13,12,12
2013-06-23 22:00:01,67,74,15,17,19
2013-06-24 23:00:01,69,79,2,22,2
2013-06-25 00:13:19,65,69,10,5,16
2013-06-26 01:13:19,65,66,4,30,9
2013-06-27 02:13:19,69,72,9,23,3
2013-06-28 03:13:19,68,78,9,15,19
2013-06-29 04:13:19,70,65,1,14,18
2013-06-30 05:13:19,68,68,15,19,8
2013-06-01 06:13:19,69,72,2,3,16
2013-06-02 07:13:19,67,68,3,24,19
2013-06-03 08:13:19,70,75,8,22,2
2013-06-04 09:13:19,70,64,3,28,15
2013-06-05 10:13:19,65,75,12,10,11
2013-06-06 11:13:19,66,75,7,3,10
2013-06-07 12:13:19,66,69,2,15,13
2013-06-08 13:13:19,70,72,20,19,1
2013-06-09 14:13:19,69,57,7,1,1
2013-06-10 15:13:19,66,74,12,7,13
2013-06-11 16:13:19,65,63,16,26,18
2013-06-12 17:13:19,69,66,17,3,14
2013-06-13 18:13:19,70,70,13,23,3
2013-06-14 19:13:19,65,62,14,14,14
2013-06-15 20:13:19,67,65,10,23,3
2013-06-16 21:13:19,67,58,17,24,15
2013-06-17 22:13:19,66,69,9,15,11
2013-06-18 23:13:19,67,69,3,7,7
2013-06-19 00:43:51,67,66,7,3,15
2013-06-20 01:43:51,69,79,8,23,8
2013-06-21 02:43:51,67,64,6,23,10
2013-06-22 03:43:51,67,64,15,30,19
2013-06-23 04:43:51,70,80,12,24,1
2013-06-24 05:43:51,67,61,17,7,10
2013-06-25 06:43:51,67,55,9,21,18
2013-06-26 07:43:51,65,62,6,6,12
2013-06-27 08:43:51,70,62,11,1,17
2013-06-28 09:43:51,69,55,2,26,16
2013-06-29 10:43:51,67,60,6,14,15
2013-06-30 11:43:51,69,58,6,5,10
2013-06-01 12:43:51,68,76,12,25,8
2013-06-02 13:43:51,68,74,3,3,17
2013-06-03 14:43:51,70,76,6,17,4
2013-06-04 15:43:51,68,57,14,17,5
2013-06-05 16:43:51,69,66,9,30,5
2013-06-06 17:43:51,70,71,8,4,1
2013-06-07 18:43:51,65,71,7,26,16
2013-06-08 19:43:51,67,73,2,16,15
2013-06-09 20:43:51,69,74,14,18,16
2013-06-10 21:43:51,67,73,5,26,2
2013-06-11 22:43:51,66,78,9,28,20
2013-06-12 23:43:51,68,66,11,7,5
2013-06-13 00:13:20,66,61,3,24,6
2013-06-14 01:13:20,69,73,14,3,1
2013-06-15 02:13:20,69,71,11,2,14
2013-06-16 03:13:20,69,71,4,23,2
2013-06-17 04:13:20,68,66,18,20,9
2013-06-18 05:13:20,66,67,6,20,18
2013-06-19 06:13:20,70,74,6,2,20
2013-06-20 07:13:20,69,57,14,5,6
2013-06-21 08:13:20,66,71,8,6,5
2013-06-22 09:13:20,68,67,10,30,14
2013-06-23 10:13:20,67,59,8,1,9
2013-06-24 11:13:20,70,80,20,17,5
2013-06-25 12:13:20,69,71,8,14,6
2013-06-26 13:13:20,65,63,20,9,12
2013-06-27 14:13:20,67,69,7,13,10
2013-06-28 15:13:20,65,66,10,30,17
2013-06-29 16:13:20,70,76,11,3,2
2013-06-30 17:13:20,66,62,14,26,12
2013-06-01 18:13:20,65,66,11,30,1
2013-06-02 19:13:20,67,63,19,21,9
2013-06-03 20:13:20,67,69,13,2,1
2013-06-04 21:13:20,66,63,16,30,19
2013-06-05 22:13:20,69,70,5,27,2
2013-06-06 23:13:20,66,55,15,11,4
2013-06-07 00:33:07,66,77,9,28,8
2013-06-08 01:33:07,67,75,14,4,19
2013-06-09 02:33:07,69,78,1,15,18
2013-06-10 03:33:07,70,78,5,9,12
2013-06-11 04:33:07,65,67,11,6,8
2013-06-12 05:33:07,67,71,12,13,4
2013-06-13 06:33:07,68,62,17,8,1
2013-06-14 07:33:07,70,68,14,21,5
2013-06-15 08:33:07,66,72,10,29,3
2013-06-16 09:33:07,66,71,3,20,19
2013-06-17 10:33:07,66,66,9,4,10
2013-06-18 11:33:07,69,61,8,7,8
2013-06-19 12:33:07,69,66,8,19,13
2013-06-20 13:33:07,65,69,15,28,10
2013-06-21 14:33:07,69,61,14,12,20
2013-06-22 15:33:07,69,67,8,7,1
2013-06-23 16:33:07,67,56,2,2,18
2013-06-24 17:33:07,68,62,3,6,16
2013-06-25 18:33:07,68,71,20,2,3
2013-06-26 19:33:07,69,60,16,24,16
2013-06-27 20:33:07,67,76,10,15,2
2013-06-28 21:33:07,69,55,4,16,8
2013-06-29 22:33:07,70,58,6,9,13
